
#Problem Status User time Failure Version Preprocessing time Backward subsumed Factors computed Forward subsumed Initial clauses Processed clauses Resolvents computed System time Tautologies deleted Total time
ALG195+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG196+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG197+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG198+1.p T    0.935    success          1.2        -            0            0            1          535           34           11        0.010            1        0.945
ALG199+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG200+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG201+1.p T    9.781    success          1.2        -            0            0          564           20          857        21549        0.067            3        9.848
ALG202+1.p T    1.622    success          1.2        -            0            0          124           20          362         5898        0.030            3        1.652
ALG203+1.p T  180.464    success          1.2        -            2            1         1225           22         3076       198604        0.418            3      180.882
ALG204+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG205+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG206+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
ALG207+1.p F        -    unknown          1.2        -            -            -            -            -            -            -            -            -            -
